date,campaign_id,platform,ad_type,campaign_objective,target_region,target_age_group,target_gender,impressions,clicks,ctr_percent,spend_usd,cpc_usd,cpm_usd,conversions,conversion_rate_percent,roi,likes,shares,comments,engagement_rate_percent,Year,Month,Day,Quarter,Day_of_Week,Total_Engagement,Cost_Per_Conversion,High_ROI,High_Engagement
2024-07-22,CMP1568,Google Ads,Story,Engagement,Africa,25-34,Other,24010,478,1.992,793.48,1.66,33.05,6,1.33,1.87,1058,63,143,5.264,2024,7,22,3,Monday,1264,132.24666666666667,1,1
2024-06-13,CMP1533,Instagram,Carousel,Engagement,Africa,35-44,Female,19154,486,2.538,1142.1,2.35,59.63,32,6.7,0.42,509,94,36,3.336,2024,6,13,2,Thursday,639,35.690625,0,0
2023-05-03,CMP1126,Instagram,Story,Lead Generation,Asia,35-44,Other,15656,585,3.742,508.95,0.87,32.51,23,3.97,1.34,580,63,63,4.509,2023,5,3,2,Wednesday,706,22.128260869565217,0,1
2024-08-05,CMP1586,Twitter/X,Image,Lead Generation,Asia,18-24,Male,13187,385,2.924,500.5,1.3,37.95,9,2.42,1.29,736,110,34,6.673,2024,8,5,3,Monday,880,55.611111111111114,0,1
2023-10-12,CMP1288,YouTube,Image,App Installs,Asia,18-24,Female,10269,241,2.354,180.75,0.75,17.6,5,2.44,2.14,357,18,26,3.905,2023,10,12,4,Thursday,401,36.15,1,0
2023-03-07,CMP1069,Instagram,Story,Brand Awareness,Europe,55+,Female,9122,437,4.791,865.26,1.98,94.85,11,2.65,1.03,428,104,36,6.227,2023,3,7,1,Tuesday,568,78.66,0,1
2024-01-21,CMP1389,LinkedIn,Search,Brand Awareness,North America,25-34,Male,17534,337,1.923,448.21,1.33,25.56,2,0.77,1.12,1015,123,47,6.758,2024,1,21,1,Sunday,1185,224.105,0,1
2023-03-06,CMP1067,Facebook,Story,Sales Conversion,Europe,45-54,Male,5605,46,0.833,87.4,1.9,15.59,3,7.89,1.9,124,23,12,2.837,2023,3,6,1,Monday,159,29.133333333333336,1,0
2023-03-23,CMP1081,LinkedIn,Banner,App Installs,Asia,18-24,Female,11073,88,0.796,77.44,0.88,6.99,6,7.65,2.29,476,73,23,5.166,2023,3,23,1,Thursday,572,12.906666666666666,1,1
2023-03-27,CMP1086,Google Ads,Carousel,Lead Generation,Africa,13-17,Female,11151,385,3.459,862.4,2.24,77.34,8,2.14,1.94,436,70,58,5.058,2023,3,27,1,Monday,564,107.8,1,1
2024-04-26,CMP1482,Instagram,Video,Lead Generation,South America,55+,Other,8573,172,2.017,116.96,0.68,13.64,9,5.59,0.85,180,30,7,2.531,2024,4,26,2,Friday,217,12.995555555555555,0,0
2024-12-22,CMP1721,Instagram,Banner,Lead Generation,Oceania,13-17,Other,10830,401,3.703,160.4,0.4,14.81,19,4.88,0.57,527,71,52,6.002,2024,12,22,4,Sunday,650,8.442105263157895,0,1
2023-03-24,CMP1082,TikTok,Banner,Sales Conversion,South America,45-54,Male,9795,268,2.74,144.72,0.54,14.77,4,1.65,2.03,575,55,70,7.147,2023,3,24,1,Friday,700,36.18,1,1
2023-02-09,CMP1041,Google Ads,Search,Lead Generation,Asia,55+,Female,4543,50,1.101,10.0,0.2,2.2,3,6.52,2.3,112,8,5,2.751,2023,2,9,1,Thursday,125,3.3333333333333335,1,0
2024-02-29,CMP1427,Google Ads,Image,Engagement,Oceania,45-54,Male,22239,396,1.781,134.64,0.34,6.05,20,5.29,1.34,1225,294,168,7.586,2024,2,29,1,Thursday,1687,6.731999999999999,0,1
2024-05-01,CMP1486,LinkedIn,Carousel,Lead Generation,Asia,35-44,Male,18225,638,3.502,1059.08,1.66,58.11,36,5.78,0.19,831,205,120,6.343,2024,5,1,2,Wednesday,1156,29.418888888888887,0,1
2023-04-08,CMP1099,TikTok,Story,Brand Awareness,South America,13-17,Female,7498,162,2.164,208.98,1.29,27.87,8,5.52,0.92,154,34,22,2.801,2023,4,8,2,Saturday,210,26.1225,0,0
2024-08-10,CMP1587,Twitter/X,Story,App Installs,Oceania,45-54,Female,9232,372,4.034,695.64,1.87,75.35,3,0.92,2.01,213,41,27,3.044,2024,8,10,3,Saturday,281,231.88,1,0
2024-04-26,CMP1481,Google Ads,Carousel,Brand Awareness,South America,25-34,Other,4902,158,3.227,297.04,1.88,60.6,2,1.64,-0.01,248,52,21,6.548,2024,4,26,2,Friday,321,148.52,0,1
2024-12-12,CMP1715,TikTok,Image,App Installs,Europe,45-54,Male,16890,709,4.2,772.81,1.09,45.76,7,1.03,-0.22,906,132,43,6.4,2024,12,12,4,Thursday,1081,110.40142857142857,0,1
2023-12-12,CMP1345,Instagram,Story,Sales Conversion,North America,55+,Other,6342,130,2.065,96.2,0.74,15.17,8,6.31,1.51,232,34,30,4.667,2023,12,12,4,Tuesday,296,12.025,1,1
2023-02-08,CMP1039,TikTok,Banner,Engagement,Asia,35-44,Other,4115,169,4.111,140.27,0.83,34.09,12,7.64,-0.14,71,11,7,2.163,2023,2,8,1,Wednesday,89,11.689166666666667,0,0
2024-01-15,CMP1382,TikTok,Search,Sales Conversion,Asia,18-24,Other,9740,383,3.939,631.95,1.65,64.88,16,4.38,2.51,97,7,3,1.099,2024,1,15,1,Monday,107,39.496875,1,0
2023-06-09,CMP1162,Facebook,Search,App Installs,Europe,35-44,Other,11671,96,0.83,91.2,0.95,7.81,2,2.37,1.97,682,135,60,7.514,2023,6,9,2,Friday,877,45.6,1,1
2024-02-17,CMP1412,Facebook,Carousel,Brand Awareness,Europe,25-34,Other,13872,165,1.191,249.15,1.51,17.96,3,2.31,2.97,496,60,69,4.505,2024,2,17,1,Saturday,625,83.05,1,1
2024-04-16,CMP1473,Facebook,Image,Brand Awareness,Africa,55+,Male,8869,91,1.035,214.76,2.36,24.21,5,5.72,0.45,136,30,5,1.928,2024,4,16,2,Tuesday,171,42.952,0,0
2024-10-10,CMP1652,LinkedIn,Image,Lead Generation,Africa,25-34,Male,3063,72,2.367,19.44,0.27,6.35,3,5.01,2.67,170,37,9,7.052,2024,10,10,4,Thursday,216,6.48,1,1
2024-02-18,CMP1417,YouTube,Carousel,Engagement,Asia,18-24,Other,21167,869,4.106,2120.36,2.44,100.17,34,3.94,2.96,1144,86,157,6.553,2024,2,18,1,Sunday,1387,62.36352941176471,1,1
2023-04-22,CMP1112,TikTok,Video,Sales Conversion,South America,35-44,Female,13385,406,3.034,292.32,0.72,21.84,23,5.91,2.19,281,42,20,2.563,2023,4,22,2,Saturday,343,12.709565217391305,1,0
2024-08-20,CMP1600,Facebook,Search,Lead Generation,Asia,45-54,Male,4701,44,0.954,11.0,0.25,2.34,1,3.82,1.84,114,6,16,2.893,2024,8,20,3,Tuesday,136,11.0,1,0
2024-03-07,CMP1434,YouTube,Carousel,App Installs,Europe,55+,Male,9438,295,3.134,76.7,0.26,8.13,1,0.51,1.41,484,83,50,6.537,2024,3,7,1,Thursday,617,76.7,1,1
2024-09-27,CMP1636,TikTok,Banner,App Installs,Europe,45-54,Female,13207,440,3.337,426.8,0.97,32.32,8,2.03,1.76,672,122,51,6.398,2024,9,27,3,Friday,845,53.35,1,1
2023-02-11,CMP1043,TikTok,Search,Engagement,Europe,13-17,Other,3993,112,2.813,108.64,0.97,27.21,8,7.42,0.38,214,12,8,5.86,2023,2,11,1,Saturday,234,13.58,0,1
2024-02-13,CMP1409,Facebook,Video,Brand Awareness,South America,45-54,Other,18224,134,0.739,330.98,2.47,18.16,3,2.56,-0.06,672,75,48,4.362,2024,2,13,1,Tuesday,795,110.32666666666667,0,0
2024-10-30,CMP1671,Google Ads,Carousel,Brand Awareness,South America,55+,Male,5705,268,4.709,308.2,1.15,54.02,15,5.86,2.43,130,19,7,2.734,2024,10,30,4,Wednesday,156,20.546666666666667,1,0
2024-03-27,CMP1455,Twitter/X,Search,Brand Awareness,Oceania,55+,Other,11762,452,3.843,1107.4,2.45,94.15,35,7.83,1.61,405,35,30,3.996,2024,3,27,1,Wednesday,470,31.640000000000004,1,0
2023-02-10,CMP1044,Twitter/X,Carousel,Lead Generation,Oceania,18-24,Male,7811,319,4.086,698.61,2.19,89.44,11,3.61,2.0,182,45,9,3.021,2023,2,10,1,Friday,236,63.51,1,0
2024-09-23,CMP1633,LinkedIn,Search,Engagement,South America,18-24,Male,18837,616,3.275,332.64,0.54,17.66,21,3.51,1.24,1016,158,37,6.429,2024,9,23,3,Monday,1211,15.84,0,1
2024-12-07,CMP1707,Instagram,Video,Sales Conversion,South America,13-17,Female,11380,620,5.449,1035.4,1.67,90.98,17,2.75,0.35,424,30,38,4.323,2024,12,7,4,Saturday,492,60.905882352941184,0,0
2024-03-15,CMP1439,LinkedIn,Carousel,Brand Awareness,Europe,35-44,Other,10446,175,1.68,175.0,1.0,16.75,6,3.8,2.87,142,21,7,1.627,2024,3,15,1,Friday,170,29.166666666666668,1,0
2023-12-13,CMP1350,Instagram,Banner,Brand Awareness,Asia,55+,Other,16228,610,3.762,506.3,0.83,31.2,17,2.81,1.27,175,9,20,1.257,2023,12,13,4,Wednesday,204,29.78235294117647,0,0
2024-10-29,CMP1671,TikTok,Story,Brand Awareness,Oceania,18-24,Female,22571,630,2.793,1436.4,2.28,63.64,5,0.86,0.85,360,48,26,1.923,2024,10,29,4,Tuesday,434,287.28000000000003,0,0
2024-03-12,CMP1438,Twitter/X,Video,App Installs,Oceania,13-17,Other,8336,274,3.288,276.74,1.01,33.2,15,5.78,0.58,420,21,61,6.022,2024,3,12,1,Tuesday,502,18.449333333333335,0,1
2023-11-25,CMP1331,TikTok,Story,Engagement,Europe,13-17,Female,15915,194,1.221,467.54,2.41,29.38,11,5.68,2.18,270,45,13,2.061,2023,11,25,4,Saturday,328,42.50363636363637,1,0
2023-09-09,CMP1254,YouTube,Banner,Brand Awareness,Europe,13-17,Male,13473,633,4.7,367.14,0.58,27.25,37,5.89,1.71,684,170,24,6.517,2023,9,9,3,Saturday,878,9.922702702702702,1,1
2024-01-31,CMP1396,YouTube,Search,Brand Awareness,Europe,55+,Male,9778,385,3.946,238.7,0.62,24.41,8,2.13,1.74,148,9,6,1.667,2024,1,31,1,Wednesday,163,29.8375,1,0
2024-02-06,CMP1405,YouTube,Image,Lead Generation,Africa,55+,Male,3160,58,1.837,50.46,0.87,15.97,4,7.1,0.17,121,18,7,4.62,2024,2,6,1,Tuesday,146,12.615,0,1
2024-11-01,CMP1672,LinkedIn,Image,Lead Generation,Europe,35-44,Male,3454,102,2.965,124.44,1.22,36.03,8,7.9,2.56,71,13,6,2.606,2024,11,1,4,Friday,90,15.555,1,0
2023-10-31,CMP1306,Google Ads,Carousel,App Installs,South America,18-24,Male,13321,235,1.768,354.85,1.51,26.64,16,6.87,2.6,795,53,44,6.696,2023,10,31,4,Tuesday,892,22.178125,1,1
2024-04-03,CMP1462,Facebook,Image,Engagement,Africa,25-34,Female,6894,321,4.665,288.9,0.9,41.91,21,6.62,2.25,191,10,5,2.988,2024,4,3,2,Wednesday,206,13.757142857142856,1,0
2023-11-13,CMP1319,TikTok,Banner,Engagement,Africa,45-54,Other,10162,76,0.752,176.32,2.32,17.35,3,4.22,2.76,281,63,34,3.72,2023,11,13,4,Monday,378,58.77333333333333,1,0
2023-03-01,CMP1060,Twitter/X,Image,Lead Generation,South America,55+,Male,20456,768,3.759,591.36,0.77,28.91,32,4.21,2.49,721,143,33,4.385,2023,3,1,1,Wednesday,897,18.48,1,1
2024-02-18,CMP1415,Twitter/X,Video,Lead Generation,South America,35-44,Other,14741,551,3.744,512.43,0.93,34.76,12,2.18,1.6,877,168,98,7.754,2024,2,18,1,Sunday,1143,42.70249999999999,1,1
2024-02-25,CMP1423,TikTok,Story,Sales Conversion,North America,55+,Male,5112,98,1.936,229.32,2.34,44.86,5,5.37,-0.01,178,39,13,4.499,2024,2,25,1,Sunday,230,45.864,0,1
2024-10-03,CMP1643,LinkedIn,Banner,Brand Awareness,Europe,45-54,Male,3736,65,1.751,22.1,0.34,5.92,4,6.7,0.68,103,16,11,3.48,2024,10,3,4,Thursday,130,5.525,0,0
2024-10-08,CMP1646,Facebook,Story,Lead Generation,Oceania,35-44,Other,2919,74,2.537,117.66,1.59,40.31,3,4.83,0.71,92,17,12,4.145,2024,10,8,4,Tuesday,121,39.22,0,0
2023-03-23,CMP1084,TikTok,Banner,App Installs,Europe,45-54,Female,12644,461,3.65,954.27,2.07,75.47,20,4.5,0.82,542,104,52,5.52,2023,3,23,1,Thursday,698,47.713499999999996,0,1
2023-06-18,CMP1168,LinkedIn,Story,App Installs,Africa,45-54,Other,11732,407,3.47,390.72,0.96,33.3,21,5.28,1.34,248,30,30,2.625,2023,6,18,2,Sunday,308,18.60571428571429,0,0
2023-02-06,CMP1036,Facebook,Carousel,Brand Awareness,Asia,55+,Other,10701,118,1.108,154.58,1.31,14.45,8,7.36,0.4,184,37,16,2.215,2023,2,6,1,Monday,237,19.3225,0,0
2023-01-18,CMP1018,Google Ads,Video,Brand Awareness,Oceania,25-34,Female,3372,43,1.283,43.86,1.02,13.01,0,0.89,2.23,103,22,13,4.093,2023,1,18,1,Wednesday,138,0.0,1,0
2024-07-14,CMP1561,LinkedIn,Banner,App Installs,Africa,45-54,Female,3678,102,2.776,55.08,0.54,14.98,4,4.33,0.08,112,13,11,3.698,2024,7,14,3,Sunday,136,13.77,0,0
2024-05-12,CMP1500,YouTube,Search,App Installs,Africa,45-54,Female,8430,109,1.303,86.11,0.79,10.21,5,4.85,2.41,124,10,8,1.684,2024,5,12,2,Sunday,142,17.222,1,0
2024-02-07,CMP1402,TikTok,Search,Sales Conversion,Asia,13-17,Other,7938,338,4.258,206.18,0.61,25.97,10,3.25,1.39,213,51,27,3.666,2024,2,7,1,Wednesday,291,20.618000000000002,1,0
2023-09-05,CMP1248,Facebook,Story,Brand Awareness,Europe,18-24,Female,14572,588,4.036,834.96,1.42,57.3,10,1.82,0.77,668,119,53,5.764,2023,9,5,3,Tuesday,840,83.49600000000001,0,1
2023-07-05,CMP1186,TikTok,Story,App Installs,South America,45-54,Female,8613,213,2.479,215.13,1.01,24.98,5,2.54,1.34,222,13,11,2.856,2023,7,5,3,Wednesday,246,43.025999999999996,0,0
2023-05-31,CMP1152,YouTube,Image,Engagement,North America,13-17,Male,17673,148,0.839,316.72,2.14,17.92,0,0.66,-0.08,580,114,28,4.085,2023,5,31,2,Wednesday,722,0.0,0,0
2024-11-02,CMP1673,YouTube,Video,Brand Awareness,North America,55+,Other,22123,888,4.014,488.4,0.55,22.08,22,2.59,1.34,773,50,91,4.131,2024,11,2,4,Saturday,914,22.2,0,0
2023-08-30,CMP1242,Google Ads,Carousel,Lead Generation,Africa,25-34,Male,5062,148,2.929,334.48,2.26,66.08,6,4.4,2.81,140,34,18,3.793,2023,8,30,3,Wednesday,192,55.74666666666667,1,0
2023-02-05,CMP1037,YouTube,Image,Lead Generation,South America,35-44,Female,9156,215,2.354,387.0,1.8,42.27,8,3.95,-0.12,286,41,40,4.008,2023,2,5,1,Sunday,367,48.375,0,0
2024-01-25,CMP1389,Facebook,Video,Brand Awareness,Oceania,35-44,Other,10153,215,2.127,163.4,0.76,16.09,9,4.3,2.91,448,47,33,5.2,2024,1,25,1,Thursday,528,18.155555555555555,1,1
2024-01-28,CMP1393,Google Ads,Video,Lead Generation,Oceania,35-44,Male,5133,87,1.706,152.25,1.75,29.66,1,2.09,0.57,71,10,2,1.617,2024,1,28,1,Sunday,83,152.25,0,0
2023-05-19,CMP1141,Google Ads,Image,Sales Conversion,Oceania,35-44,Other,6246,137,2.209,65.76,0.48,10.53,1,1.42,2.55,72,17,3,1.473,2023,5,19,2,Friday,92,65.76,1,0
2024-06-26,CMP1542,Twitter/X,Banner,Brand Awareness,Africa,13-17,Male,6504,101,1.566,234.32,2.32,36.03,7,7.78,2.56,177,10,9,3.014,2024,6,26,2,Wednesday,196,33.47428571428571,1,0
2024-04-23,CMP1480,Google Ads,Search,App Installs,South America,35-44,Male,19474,185,0.952,421.8,2.28,21.66,6,3.37,2.0,638,125,33,4.088,2024,4,23,2,Tuesday,796,70.3,1,0
2024-02-06,CMP1401,Twitter/X,Video,Brand Awareness,Africa,18-24,Female,5960,135,2.267,310.5,2.3,52.1,9,7.31,-0.24,253,16,25,4.933,2024,2,6,1,Tuesday,294,34.5,0,1
2023-01-13,CMP1012,Facebook,Banner,Sales Conversion,Europe,45-54,Female,9074,146,1.617,127.02,0.87,14.0,10,7.07,2.99,257,35,29,3.538,2023,1,13,1,Friday,321,12.702,1,0
2024-12-16,CMP1718,Instagram,Banner,App Installs,North America,35-44,Female,6172,167,2.714,360.72,2.16,58.44,5,3.24,0.98,128,17,13,2.56,2024,12,16,4,Monday,158,72.144,0,0
2024-09-28,CMP1640,Facebook,Banner,Engagement,North America,25-34,Female,5667,296,5.228,651.2,2.2,114.91,22,7.57,0.35,151,28,16,3.441,2024,9,28,3,Saturday,195,29.6,0,0
2024-08-15,CMP1594,Twitter/X,Banner,Lead Generation,Asia,13-17,Other,12062,338,2.809,493.48,1.46,40.91,21,6.29,0.08,357,38,38,3.59,2024,8,15,3,Thursday,433,23.49904761904762,0,0
2023-11-21,CMP1324,Facebook,Search,Brand Awareness,North America,25-34,Male,8163,184,2.26,358.8,1.95,43.95,2,1.44,1.08,338,63,39,5.39,2023,11,21,4,Tuesday,440,179.4,0,1
2023-11-14,CMP1317,YouTube,Search,Sales Conversion,Africa,35-44,Other,18329,794,4.337,1222.76,1.54,66.71,32,4.04,1.68,999,117,89,6.574,2023,11,14,4,Tuesday,1205,38.21125,1,1
2024-05-19,CMP1507,LinkedIn,Image,Lead Generation,Europe,35-44,Other,9076,243,2.684,38.88,0.16,4.28,12,5.18,2.29,264,59,31,3.9,2024,5,19,2,Sunday,354,3.24,1,0
2024-02-22,CMP1417,Google Ads,Video,App Installs,Oceania,13-17,Male,18741,674,3.599,1199.72,1.78,64.02,31,4.6,0.66,455,29,42,2.807,2024,2,22,1,Thursday,526,38.700645161290325,0,0
2023-07-21,CMP1201,Instagram,Banner,App Installs,North America,45-54,Female,11597,313,2.701,469.5,1.5,40.48,23,7.46,2.94,379,61,49,4.217,2023,7,21,3,Friday,489,20.41304347826087,1,0
2023-06-08,CMP1161,TikTok,Video,Brand Awareness,Asia,35-44,Male,7873,105,1.344,123.9,1.18,15.74,1,1.6,0.03,196,41,14,3.188,2023,6,8,2,Thursday,251,123.9,0,0
2023-07-16,CMP1200,LinkedIn,Story,App Installs,Oceania,35-44,Female,9000,273,3.044,185.64,0.68,20.63,14,5.44,2.27,394,57,58,5.656,2023,7,16,3,Sunday,509,13.26,1,1
2023-03-20,CMP1081,Instagram,Video,Brand Awareness,Europe,35-44,Male,5420,232,4.298,215.76,0.93,39.81,4,1.86,0.51,279,48,38,6.734,2023,3,20,1,Monday,365,53.94,0,1
2023-12-06,CMP1339,Instagram,Banner,Lead Generation,Asia,18-24,Other,6808,286,4.207,643.5,2.25,94.52,11,4.12,1.56,330,32,42,5.934,2023,12,6,4,Wednesday,404,58.5,1,1
2023-09-21,CMP1265,TikTok,Story,Sales Conversion,Europe,25-34,Female,15138,463,3.064,1078.79,2.33,71.26,18,3.96,1.62,325,80,20,2.808,2023,9,21,3,Thursday,425,59.93277777777777,1,0
2023-07-31,CMP1215,Google Ads,Video,Engagement,North America,13-17,Male,9618,205,2.134,272.65,1.33,28.35,4,2.39,1.27,297,32,24,3.67,2023,7,31,3,Monday,353,68.1625,0,0
2024-10-31,CMP1673,Facebook,Story,Engagement,North America,18-24,Other,13679,378,2.769,196.56,0.52,14.37,22,6.05,1.98,569,112,38,5.256,2024,10,31,4,Thursday,719,8.934545454545455,1,1
2023-03-13,CMP1073,Twitter/X,Story,Lead Generation,Europe,25-34,Female,13218,390,2.953,70.2,0.18,5.31,15,3.94,0.14,571,52,46,5.061,2023,3,13,1,Monday,669,4.680000000000001,0,1
2023-03-08,CMP1070,Facebook,Image,Lead Generation,Africa,55+,Other,4725,208,4.411,189.28,0.91,40.06,4,2.35,-0.27,102,7,10,2.519,2023,3,8,1,Wednesday,119,47.32,0,0
2024-06-27,CMP1543,TikTok,Image,Brand Awareness,South America,25-34,Other,10411,352,3.384,119.68,0.34,11.5,5,1.69,0.08,476,94,33,5.792,2024,6,27,2,Thursday,603,23.936,0,1
2023-11-22,CMP1328,Google Ads,Story,Engagement,North America,18-24,Male,7566,98,1.304,218.54,2.23,28.88,1,1.51,-0.02,310,31,33,4.943,2023,11,22,4,Wednesday,374,218.54,0,1
2023-12-06,CMP1339,Google Ads,Image,Engagement,Europe,18-24,Male,20035,659,3.293,1186.2,1.8,59.21,19,2.98,0.13,933,108,109,5.74,2023,12,6,4,Wednesday,1150,62.43157894736842,0,1
2024-02-03,CMP1399,LinkedIn,Carousel,Lead Generation,Asia,25-34,Male,6106,66,1.084,85.8,1.3,14.05,2,4.43,1.51,125,29,14,2.751,2024,2,3,1,Saturday,168,42.9,1,0
2024-11-26,CMP1699,Instagram,Image,App Installs,Africa,35-44,Female,6034,80,1.338,40.0,0.5,6.63,4,6.06,1.94,359,28,22,6.778,2024,11,26,4,Tuesday,409,10.0,1,1
2023-08-27,CMP1241,Facebook,Search,Lead Generation,Oceania,45-54,Other,7201,261,3.638,214.02,0.82,29.72,14,5.66,0.36,344,79,28,6.263,2023,8,27,3,Sunday,451,15.287142857142857,0,1
2023-10-25,CMP1299,TikTok,Story,Lead Generation,Europe,18-24,Female,6109,168,2.752,371.28,2.21,60.78,6,4.1,0.72,111,22,11,2.357,2023,10,25,4,Wednesday,144,61.879999999999995,0,0
2024-02-12,CMP1408,Facebook,Search,Sales Conversion,Europe,55+,Female,11551,177,1.535,424.8,2.4,36.78,14,7.94,1.99,297,66,42,3.506,2024,2,12,1,Monday,405,30.342857142857145,1,0
2023-01-29,CMP1028,Instagram,Image,Engagement,South America,55+,Female,4380,103,2.355,209.09,2.03,47.74,4,4.02,1.09,261,13,35,7.055,2023,1,29,1,Sunday,309,52.2725,0,1
2024-09-05,CMP1615,LinkedIn,Video,Brand Awareness,Asia,13-17,Male,15178,481,3.174,1043.77,2.17,68.77,5,1.05,2.06,675,74,29,5.126,2024,9,5,3,Thursday,778,208.754,1,1
2023-01-15,CMP1014,Google Ads,Video,Sales Conversion,Oceania,55+,Male,5836,54,0.939,41.58,0.77,7.12,0,0.85,1.57,141,30,5,3.016,2023,1,15,1,Sunday,176,0.0,1,0
2023-07-04,CMP1185,Instagram,Image,Sales Conversion,South America,13-17,Male,6530,193,2.956,200.72,1.04,30.74,11,6.12,1.11,286,43,17,5.299,2023,7,4,3,Tuesday,346,18.247272727272726,0,1
2023-08-20,CMP1231,Google Ads,Carousel,Sales Conversion,Africa,13-17,Female,9045,306,3.384,171.36,0.56,18.95,11,3.9,2.22,125,8,8,1.559,2023,8,20,3,Sunday,141,15.57818181818182,1,0
2023-08-10,CMP1224,Instagram,Banner,App Installs,South America,25-34,Male,19531,800,4.099,320.0,0.4,16.38,9,1.14,0.63,930,95,118,5.852,2023,8,10,3,Thursday,1143,35.55555555555556,0,1
2023-08-08,CMP1221,LinkedIn,Image,App Installs,Africa,25-34,Female,10405,164,1.58,236.16,1.44,22.7,5,3.36,0.65,581,44,45,6.439,2023,8,8,3,Tuesday,670,47.232,0,1
2024-08-09,CMP1586,Instagram,Banner,Engagement,Oceania,45-54,Female,3411,113,3.323,157.07,1.39,46.05,5,4.73,0.1,62,9,4,2.199,2024,8,9,3,Friday,75,31.413999999999998,0,0
2023-06-02,CMP1153,Google Ads,Image,App Installs,Asia,13-17,Female,2417,35,1.464,41.3,1.18,17.09,2,7.62,1.34,96,13,10,4.923,2023,6,2,2,Friday,119,20.65,0,1
2024-04-26,CMP1481,LinkedIn,Video,Brand Awareness,Asia,13-17,Female,15945,99,0.622,207.9,2.1,13.04,2,2.12,2.62,730,137,80,5.939,2024,4,26,2,Friday,947,103.95,1,1
2024-07-12,CMP1561,Instagram,Video,Engagement,Europe,55+,Female,5798,130,2.248,262.6,2.02,45.29,9,7.55,0.41,178,17,25,3.794,2024,7,12,3,Friday,220,29.17777777777778,0,0
2024-12-09,CMP1708,LinkedIn,Image,App Installs,Oceania,13-17,Other,2881,88,3.083,22.88,0.26,7.94,6,7.93,2.19,112,17,11,4.859,2024,12,9,4,Monday,140,3.813333333333333,1,1
2024-12-18,CMP1717,Facebook,Carousel,Brand Awareness,South America,13-17,Male,9597,357,3.727,621.18,1.74,64.73,21,5.96,1.38,254,48,21,3.366,2024,12,18,4,Wednesday,323,29.58,1,0
2023-04-21,CMP1111,Facebook,Banner,Lead Generation,Africa,25-34,Male,12438,344,2.766,571.04,1.66,45.91,6,1.86,1.48,404,57,34,3.98,2023,4,21,2,Friday,495,95.17333333333333,1,0
2023-08-03,CMP1216,Facebook,Banner,Brand Awareness,Europe,55+,Female,7045,238,3.381,347.48,1.46,49.32,10,4.5,-0.18,366,21,50,6.203,2023,8,3,3,Thursday,437,34.748000000000005,0,1
2023-08-06,CMP1217,Instagram,Story,Lead Generation,Oceania,25-34,Female,4910,120,2.456,115.2,0.96,23.46,6,5.02,2.18,271,37,19,6.66,2023,8,6,3,Sunday,327,19.2,1,1
2023-05-12,CMP1131,YouTube,Story,App Installs,South America,45-54,Female,18914,391,2.07,140.76,0.36,7.44,27,6.93,1.3,980,111,69,6.133,2023,5,12,2,Friday,1160,5.213333333333333,0,1
2023-03-28,CMP1087,LinkedIn,Video,Sales Conversion,Asia,55+,Other,15725,416,2.65,990.08,2.38,62.96,11,2.69,0.45,258,61,29,2.213,2023,3,28,1,Tuesday,348,90.00727272727273,0,0
2023-11-10,CMP1314,Instagram,Image,App Installs,South America,18-24,Female,2407,42,1.747,21.42,0.51,8.9,0,1.4,2.89,133,19,12,6.813,2023,11,10,4,Friday,164,0.0,1,1
2023-03-06,CMP1066,LinkedIn,Video,Brand Awareness,Africa,18-24,Male,5676,123,2.168,91.02,0.74,16.04,8,7.18,0.8,98,6,3,1.885,2023,3,6,1,Monday,107,11.3775,0,0
2023-05-30,CMP1149,Twitter/X,Carousel,App Installs,Africa,45-54,Other,9723,222,2.29,381.84,1.72,39.27,5,2.41,2.18,171,22,18,2.17,2023,5,30,2,Tuesday,211,76.368,1,0
2023-10-07,CMP1281,Instagram,Banner,Engagement,Asia,55+,Male,17242,112,0.65,224.0,2.0,12.99,5,5.12,2.57,410,36,46,2.853,2023,10,7,4,Saturday,492,44.8,1,0
2024-01-31,CMP1395,YouTube,Carousel,Sales Conversion,Oceania,45-54,Male,12727,69,0.548,36.57,0.53,2.87,2,2.97,0.14,552,71,81,5.532,2024,1,31,1,Wednesday,704,18.285,0,1
2023-10-04,CMP1280,Google Ads,Banner,Engagement,Africa,13-17,Other,14829,501,3.381,816.63,1.63,55.07,27,5.58,1.54,842,143,89,7.243,2023,10,4,4,Wednesday,1074,30.245555555555555,1,1
2024-05-18,CMP1506,Google Ads,Story,Lead Generation,Europe,25-34,Female,19853,757,3.818,181.68,0.24,9.15,41,5.42,1.72,826,130,57,5.103,2024,5,18,2,Saturday,1013,4.431219512195122,1,1
2024-07-06,CMP1554,TikTok,Story,Lead Generation,North America,25-34,Male,6144,155,2.536,351.85,2.27,57.27,11,7.36,2.83,215,47,15,4.508,2024,7,6,3,Saturday,277,31.986363636363638,1,1
2023-08-09,CMP1220,LinkedIn,Story,Lead Generation,Europe,55+,Male,10154,216,2.133,41.04,0.19,4.04,11,5.53,2.86,155,31,7,1.901,2023,8,9,3,Wednesday,193,3.730909090909091,1,0
2023-12-03,CMP1340,YouTube,Story,Brand Awareness,North America,35-44,Female,13307,544,4.091,1234.88,2.27,92.8,11,2.17,0.07,386,33,29,3.367,2023,12,3,4,Sunday,448,112.26181818181819,0,0
